"","Date","Line Item","Value","FY","FM","Quarter","Month","Group"
"3114",2015-06-01,"Adj_NetSales",2827.75,"2016","3","1","Jun","FY16 Q2"
"3115",2015-07-01,"Adj_NetSales",1896.82,"2016","4","2","Jul","FY16 Q2"
"3116",2015-08-01,"Adj_NetSales",417,"2016","5","2","Aug","FY16 Q2"
"3117",2015-09-01,"Adj_NetSales",4009.77,"2016","6","2","Sep","FY16 Q2"
"3118",2015-10-01,"Adj_NetSales",3378.33,"2016","7","3","Oct","FY16 Q2"
"3119",2015-11-01,"Adj_NetSales",3580.17,"2016","8","3","Nov","FY16 Q2"
"3120",2015-12-01,"Adj_NetSales",5836.6,"2016","9","3","Dec","FY16 Q2"
"3121",2016-01-01,"Adj_NetSales",5207.75,"2016","10","4","Jan","FY16 Q2"
"3122",2016-02-01,"Adj_NetSales",8073.6,"2016","11","4","Feb","FY16 Q2"
"3123",2016-03-01,"Adj_NetSales",31461,"2016","12","4","Mar","FY16 Q2"
"3124",2016-04-01,"Adj_NetSales",13413.77,"2017","1","1","Apr","FY16 Q2"
"3125",2016-05-01,"Adj_NetSales",22792.65,"2017","2","1","May","FY16 Q2"
"3126",2016-06-01,"Adj_NetSales",24891.87,"2017","3","1","Jun","FY16 Q2"
"3127",2016-07-01,"Adj_NetSales",24763.56,"2017","4","2","Jul","FY16 Q2"
"3128",2016-08-01,"Adj_NetSales",15134.21,"2017","5","2","Aug","FY16 Q2"
"3129",2016-09-01,"Adj_NetSales",14059.16,"2017","6","2","Sep","FY16 Q2"
"3130",2016-10-01,"Adj_NetSales",11908.74,"2017","7","3","Oct","FY16 Q2"
"3131",2016-11-01,"Adj_NetSales",11527.88,"2017","8","3","Nov","FY16 Q2"
"3132",2016-12-01,"Adj_NetSales",15689.41,"2017","9","3","Dec","FY16 Q2"
"3133",2017-01-01,"Adj_NetSales",5190.99000000001,"2017","10","4","Jan","FY16 Q2"
"3134",2017-02-01,"Adj_NetSales",9164.49,"2017","11","4","Feb","FY16 Q2"
"3135",2017-03-01,"Adj_NetSales",32058.74,"2017","12","4","Mar","FY16 Q2"
"3136",2017-04-01,"Adj_NetSales",19143.65,"2018","1","1","Apr","FY16 Q2"
"3137",2017-05-01,"Adj_NetSales",33109.82,"2018","2","1","May","FY16 Q2"
"3138",2017-06-01,"Adj_NetSales",41614.19,"2018","3","1","Jun","FY16 Q2"
"3139",2017-07-01,"Adj_NetSales",39055.69,"2018","4","2","Jul","FY16 Q2"
"3140",2017-08-01,"Adj_NetSales",35069.54,"2018","5","2","Aug","FY16 Q2"
"3141",2017-09-01,"Adj_NetSales",24715.6,"2018","6","2","Sep","FY16 Q2"
"3142",2017-10-01,"Adj_NetSales",18193.01,"2018","7","3","Oct","FY16 Q2"
"3143",2017-11-01,"Adj_NetSales",13233.32,"2018","8","3","Nov","FY16 Q2"
"3144",2017-12-01,"Adj_NetSales",18031.55,"2018","9","3","Dec","FY16 Q2"
"3145",2018-01-01,"Adj_NetSales",17502.73,"2018","10","4","Jan","FY16 Q2"
"3146",2018-02-01,"Adj_NetSales",23029.87,"2018","11","4","Feb","FY16 Q2"
"3147",2018-03-01,"Adj_NetSales",67358.98,"2018","12","4","Mar","FY16 Q2"
"3148",2018-04-01,"Adj_NetSales",39249.78,"2019","1","1","Apr","FY16 Q2"
"3149",2018-05-01,"Adj_NetSales",61933.96,"2019","2","1","May","FY16 Q2"
"3150",2018-06-01,"Adj_NetSales",67807.39,"2019","3","1","Jun","FY16 Q2"
"3151",2015-01-01,"Op_TotalIncome",0,"2015","10","4","Jan","FY16 Q2"
"3152",2015-02-01,"Op_TotalIncome",0,"2015","11","4","Feb","FY16 Q2"
"3153",2015-03-01,"Op_TotalIncome",0,"2015","12","4","Mar","FY16 Q2"
"3154",2015-04-01,"Op_TotalIncome",2542.05,"2016","1","1","Apr","FY16 Q2"
"3155",2015-05-01,"Op_TotalIncome",20397.61,"2016","2","1","May","FY16 Q2"
"3156",2015-06-01,"Op_TotalIncome",29746.36,"2016","3","1","Jun","FY16 Q2"
"3157",2015-07-01,"Op_TotalIncome",35767.82,"2016","4","2","Jul","FY16 Q2"
"3158",2015-08-01,"Op_TotalIncome",145331.79,"2016","5","2","Aug","FY16 Q2"
"3159",2015-09-01,"Op_TotalIncome",230840.59,"2016","6","2","Sep","FY16 Q2"
"3160",2015-10-01,"Op_TotalIncome",217096.65,"2016","7","3","Oct","FY16 Q2"
"3161",2015-11-01,"Op_TotalIncome",236370,"2016","8","3","Nov","FY16 Q2"
"3162",2015-12-01,"Op_TotalIncome",252688.79,"2016","9","3","Dec","FY16 Q2"
"3163",2016-01-01,"Op_TotalIncome",240623.75,"2016","10","4","Jan","FY16 Q2"
"3164",2016-02-01,"Op_TotalIncome",318655.9,"2016","11","4","Feb","FY16 Q2"
"3165",2016-03-01,"Op_TotalIncome",334871.5,"2016","12","4","Mar","FY16 Q2"
"3166",2016-04-01,"Op_TotalIncome",307143.34,"2017","1","1","Apr","FY16 Q2"
"3167",2016-05-01,"Op_TotalIncome",380501.59,"2017","2","1","May","FY16 Q2"
"3168",2016-06-01,"Op_TotalIncome",447169.79,"2017","3","1","Jun","FY16 Q2"
"3169",2016-07-01,"Op_TotalIncome",463952.83,"2017","4","2","Jul","FY16 Q2"
"3170",2016-08-01,"Op_TotalIncome",484940.56,"2017","5","2","Aug","FY16 Q2"
"3171",2016-09-01,"Op_TotalIncome",383699.15,"2017","6","2","Sep","FY16 Q2"
"3172",2016-10-01,"Op_TotalIncome",393962.54,"2017","7","3","Oct","FY16 Q2"
"3173",2016-11-01,"Op_TotalIncome",379068.18,"2017","8","3","Nov","FY16 Q2"
"3174",2016-12-01,"Op_TotalIncome",400459.36,"2017","9","3","Dec","FY16 Q2"
"3175",2017-01-01,"Op_TotalIncome",377911.18,"2017","10","4","Jan","FY16 Q2"
"3176",2017-02-01,"Op_TotalIncome",375067.39,"2017","11","4","Feb","FY16 Q2"
"3177",2017-03-01,"Op_TotalIncome",464687.18,"2017","12","4","Mar","FY16 Q2"
"3178",2017-04-01,"Op_TotalIncome",452968.26,"2018","1","1","Apr","FY16 Q2"
"3179",2017-05-01,"Op_TotalIncome",556519.32,"2018","2","1","May","FY16 Q2"
"3180",2017-06-01,"Op_TotalIncome",575462.87,"2018","3","1","Jun","FY16 Q2"
"3181",2017-07-01,"Op_TotalIncome",669926.69,"2018","4","2","Jul","FY16 Q2"
"3182",2017-08-01,"Op_TotalIncome",664869.75,"2018","5","2","Aug","FY16 Q2"
"3183",2017-09-01,"Op_TotalIncome",603878.5,"2018","6","2","Sep","FY16 Q2"
"3184",2017-10-01,"Op_TotalIncome",640073.21,"2018","7","3","Oct","FY16 Q2"
"3185",2017-11-01,"Op_TotalIncome",619604.23,"2018","8","3","Nov","FY16 Q2"
"3186",2017-12-01,"Op_TotalIncome",602260.16,"2018","9","3","Dec","FY16 Q2"
"3187",2018-01-01,"Op_TotalIncome",620837.87,"2018","10","4","Jan","FY16 Q2"
"3188",2018-02-01,"Op_TotalIncome",600413.5,"2018","11","4","Feb","FY16 Q2"
"3189",2018-03-01,"Op_TotalIncome",759969.27,"2018","12","4","Mar","FY16 Q2"
"3190",2018-04-01,"Op_TotalIncome",695954.13,"2019","1","1","Apr","FY16 Q2"
"3191",2018-05-01,"Op_TotalIncome",967075.82,"2019","2","1","May","FY16 Q2"
"3192",2018-06-01,"Op_TotalIncome",1024839.07,"2019","3","1","Jun","FY16 Q2"
"3193",2015-01-01,"Op_Expense",7058.03,"2015","10","4","Jan","FY16 Q2"
"3194",2015-02-01,"Op_Expense",7966.12,"2015","11","4","Feb","FY16 Q2"
"3195",2015-03-01,"Op_Expense",7188.08,"2015","12","4","Mar","FY16 Q2"
"3196",2015-04-01,"Op_Expense",20670.18,"2016","1","1","Apr","FY16 Q2"
"3197",2015-05-01,"Op_Expense",44498.1,"2016","2","1","May","FY16 Q2"
"3198",2015-06-01,"Op_Expense",28748.5,"2016","3","1","Jun","FY16 Q2"
"3199",2015-07-01,"Op_Expense",115429.9,"2016","4","2","Jul","FY16 Q2"
"3200",2015-08-01,"Op_Expense",251819.56,"2016","5","2","Aug","FY16 Q2"
"3201",2015-09-01,"Op_Expense",334086.72,"2016","6","2","Sep","FY16 Q2"
"3202",2015-10-01,"Op_Expense",425509.48,"2016","7","3","Oct","FY16 Q2"
"3203",2015-11-01,"Op_Expense",354857.15,"2016","8","3","Nov","FY16 Q2"
"3204",2015-12-01,"Op_Expense",412902.19,"2016","9","3","Dec","FY16 Q2"
"3205",2016-01-01,"Op_Expense",376140.77,"2016","10","4","Jan","FY16 Q2"
"3206",2016-02-01,"Op_Expense",426146.48,"2016","11","4","Feb","FY16 Q2"
"3207",2016-03-01,"Op_Expense",768478.63,"2016","12","4","Mar","FY16 Q2"
"3208",2016-04-01,"Op_Expense",313103.86,"2017","1","1","Apr","FY16 Q2"
"3209",2016-05-01,"Op_Expense",535079.29,"2017","2","1","May","FY16 Q2"
"3210",2016-06-01,"Op_Expense",522993.53,"2017","3","1","Jun","FY16 Q2"
"3211",2016-07-01,"Op_Expense",472549.02,"2017","4","2","Jul","FY16 Q2"
"3212",2016-08-01,"Op_Expense",650589.52,"2017","5","2","Aug","FY16 Q2"
"3213",2016-09-01,"Op_Expense",540083.07,"2017","6","2","Sep","FY16 Q2"
"3214",2016-10-01,"Op_Expense",606371.83,"2017","7","3","Oct","FY16 Q2"
"3215",2016-11-01,"Op_Expense",638987.23,"2017","8","3","Nov","FY16 Q2"
"3216",2016-12-01,"Op_Expense",711169.38,"2017","9","3","Dec","FY16 Q2"
"3217",2017-01-01,"Op_Expense",696366.59,"2017","10","4","Jan","FY16 Q2"
"3218",2017-02-01,"Op_Expense",613519.1,"2017","11","4","Feb","FY16 Q2"
"3219",2017-03-01,"Op_Expense",819020.96,"2017","12","4","Mar","FY16 Q2"
"3220",2017-04-01,"Op_Expense",595955.17,"2018","1","1","Apr","FY16 Q2"
"3221",2017-05-01,"Op_Expense",527421.35,"2018","2","1","May","FY16 Q2"
"3222",2017-06-01,"Op_Expense",552797.31,"2018","3","1","Jun","FY16 Q2"
"3223",2017-07-01,"Op_Expense",587368.75,"2018","4","2","Jul","FY16 Q2"
"3224",2017-08-01,"Op_Expense",775392.8,"2018","5","2","Aug","FY16 Q2"
"3225",2017-09-01,"Op_Expense",824664.58,"2018","6","2","Sep","FY16 Q2"
"3226",2017-10-01,"Op_Expense",708360.01,"2018","7","3","Oct","FY16 Q2"
"3227",2017-11-01,"Op_Expense",531402.61,"2018","8","3","Nov","FY16 Q2"
"3228",2017-12-01,"Op_Expense",620607.1,"2018","9","3","Dec","FY16 Q2"
"3229",2018-01-01,"Op_Expense",682519.99,"2018","10","4","Jan","FY16 Q2"
"3230",2018-02-01,"Op_Expense",797359.34,"2018","11","4","Feb","FY16 Q2"
"3231",2018-03-01,"Op_Expense",920160.08,"2018","12","4","Mar","FY16 Q2"
"3232",2018-04-01,"Op_Expense",671394.85,"2019","1","1","Apr","FY16 Q2"
"3233",2018-05-01,"Op_Expense",627303.56,"2019","2","1","May","FY16 Q2"
"3234",2018-06-01,"Op_Expense",682820.68,"2019","3","1","Jun","FY16 Q2"
"3235",2015-01-01,"OP_NOI",-7058.03,"2015","10","4","Jan","FY16 Q2"
"3236",2015-02-01,"OP_NOI",-7966.12,"2015","11","4","Feb","FY16 Q2"
"3237",2015-03-01,"OP_NOI",-7188.08,"2015","12","4","Mar","FY16 Q2"
"3238",2015-04-01,"OP_NOI",-18128.13,"2016","1","1","Apr","FY16 Q2"
"3239",2015-05-01,"OP_NOI",-24100.49,"2016","2","1","May","FY16 Q2"
"3240",2015-06-01,"OP_NOI",997.859999999997,"2016","3","1","Jun","FY16 Q2"
"3241",2015-07-01,"OP_NOI",-79662.08,"2016","4","2","Jul","FY16 Q2"
"3242",2015-08-01,"OP_NOI",-106487.77,"2016","5","2","Aug","FY16 Q2"
"3243",2015-09-01,"OP_NOI",-103246.13,"2016","6","2","Sep","FY16 Q2"
"3244",2015-10-01,"OP_NOI",-208412.83,"2016","7","3","Oct","FY16 Q2"
"3245",2015-11-01,"OP_NOI",-118487.15,"2016","8","3","Nov","FY16 Q2"
"3246",2015-12-01,"OP_NOI",-160213.4,"2016","9","3","Dec","FY16 Q2"
"3247",2016-01-01,"OP_NOI",-135517.02,"2016","10","4","Jan","FY16 Q2"
"3248",2016-02-01,"OP_NOI",-107490.58,"2016","11","4","Feb","FY16 Q2"
"3249",2016-03-01,"OP_NOI",-433607.13,"2016","12","4","Mar","FY16 Q2"
"3250",2016-04-01,"OP_NOI",-5960.51999999996,"2017","1","1","Apr","FY16 Q2"
"3251",2016-05-01,"OP_NOI",-154577.7,"2017","2","1","May","FY16 Q2"
"3252",2016-06-01,"OP_NOI",-75823.74,"2017","3","1","Jun","FY16 Q2"
"3253",2016-07-01,"OP_NOI",-8596.19,"2017","4","2","Jul","FY16 Q2"
"3254",2016-08-01,"OP_NOI",-165648.96,"2017","5","2","Aug","FY16 Q2"
"3255",2016-09-01,"OP_NOI",-156383.92,"2017","6","2","Sep","FY16 Q2"
"3256",2016-10-01,"OP_NOI",-212409.29,"2017","7","3","Oct","FY16 Q2"
"3257",2016-11-01,"OP_NOI",-259919.05,"2017","8","3","Nov","FY16 Q2"
"3258",2016-12-01,"OP_NOI",-310710.02,"2017","9","3","Dec","FY16 Q2"
"3259",2017-01-01,"OP_NOI",-318455.41,"2017","10","4","Jan","FY16 Q2"
"3260",2017-02-01,"OP_NOI",-238451.71,"2017","11","4","Feb","FY16 Q2"
"3261",2017-03-01,"OP_NOI",-354333.78,"2017","12","4","Mar","FY16 Q2"
"3262",2017-04-01,"OP_NOI",-142986.91,"2018","1","1","Apr","FY16 Q2"
"3263",2017-05-01,"OP_NOI",29097.9700000001,"2018","2","1","May","FY16 Q2"
"3264",2017-06-01,"OP_NOI",22665.5599999999,"2018","3","1","Jun","FY16 Q2"
"3265",2017-07-01,"OP_NOI",82557.9399999999,"2018","4","2","Jul","FY16 Q2"
"3266",2017-08-01,"OP_NOI",-110523.05,"2018","5","2","Aug","FY16 Q2"
"3267",2017-09-01,"OP_NOI",-220786.08,"2018","6","2","Sep","FY16 Q2"
"3268",2017-10-01,"OP_NOI",-68286.8,"2018","7","3","Oct","FY16 Q2"
"3269",2017-11-01,"OP_NOI",88201.62,"2018","8","3","Nov","FY16 Q2"
"3270",2017-12-01,"OP_NOI",-18346.9400000001,"2018","9","3","Dec","FY16 Q2"
"3271",2018-01-01,"OP_NOI",-61682.12,"2018","10","4","Jan","FY16 Q2"
"3272",2018-02-01,"OP_NOI",-196945.84,"2018","11","4","Feb","FY16 Q2"
"3273",2018-03-01,"OP_NOI",-160190.81,"2018","12","4","Mar","FY16 Q2"
"3274",2018-04-01,"OP_NOI",24559.2799999999,"2019","1","1","Apr","FY16 Q2"
"3275",2018-05-01,"OP_NOI",339772.26,"2019","2","1","May","FY16 Q2"
"3276",2018-06-01,"OP_NOI",342018.39,"2019","3","1","Jun","FY16 Q2"
"3277",2015-03-01,"Storage_Income",0,"2015","12","4","Mar","FY16 Q3"
"3278",2015-04-01,"Storage_Income",0,"2016","1","1","Apr","FY16 Q3"
"3279",2015-05-01,"Storage_Income",0,"2016","2","1","May","FY16 Q3"
"3280",2015-06-01,"Storage_Income",0,"2016","3","1","Jun","FY16 Q3"
"3281",2015-07-01,"Storage_Income",55,"2016","4","2","Jul","FY16 Q3"
"3282",2015-08-01,"Storage_Income",0,"2016","5","2","Aug","FY16 Q3"
"3283",2015-09-01,"Storage_Income",0,"2016","6","2","Sep","FY16 Q3"
"3284",2015-10-01,"Storage_Income",40706.78,"2016","7","3","Oct","FY16 Q3"
"3285",2015-11-01,"Storage_Income",76889.18,"2016","8","3","Nov","FY16 Q3"
"3286",2015-12-01,"Storage_Income",110928.43,"2016","9","3","Dec","FY16 Q3"
"3287",2016-01-01,"Storage_Income",117908.57,"2016","10","4","Jan","FY16 Q3"
"3288",2016-02-01,"Storage_Income",118850.62,"2016","11","4","Feb","FY16 Q3"
"3289",2016-03-01,"Storage_Income",160633.58,"2016","12","4","Mar","FY16 Q3"
"3290",2016-04-01,"Storage_Income",159563.85,"2017","1","1","Apr","FY16 Q3"
"3291",2016-05-01,"Storage_Income",161532.35,"2017","2","1","May","FY16 Q3"
"3292",2016-06-01,"Storage_Income",169210.81,"2017","3","1","Jun","FY16 Q3"
"3293",2016-07-01,"Storage_Income",173935.7,"2017","4","2","Jul","FY16 Q3"
"3294",2016-08-01,"Storage_Income",181676.03,"2017","5","2","Aug","FY16 Q3"
"3295",2016-09-01,"Storage_Income",179928.61,"2017","6","2","Sep","FY16 Q3"
"3296",2016-10-01,"Storage_Income",183472.14,"2017","7","3","Oct","FY16 Q3"
"3297",2016-11-01,"Storage_Income",188527.76,"2017","8","3","Nov","FY16 Q3"
"3298",2016-12-01,"Storage_Income",187298.37,"2017","9","3","Dec","FY16 Q3"
"3299",2017-01-01,"Storage_Income",194424.86,"2017","10","4","Jan","FY16 Q3"
"3300",2017-02-01,"Storage_Income",190110.44,"2017","11","4","Feb","FY16 Q3"
"3301",2017-03-01,"Storage_Income",213900.24,"2017","12","4","Mar","FY16 Q3"
"3302",2017-04-01,"Storage_Income",211790.38,"2018","1","1","Apr","FY16 Q3"
"3303",2017-05-01,"Storage_Income",234810.68,"2018","2","1","May","FY16 Q3"
"3304",2017-06-01,"Storage_Income",246901.06,"2018","3","1","Jun","FY16 Q3"
"3305",2017-07-01,"Storage_Income",270141.57,"2018","4","2","Jul","FY16 Q3"
"3306",2017-08-01,"Storage_Income",294072.82,"2018","5","2","Aug","FY16 Q3"
"3307",2017-09-01,"Storage_Income",305061.63,"2018","6","2","Sep","FY16 Q3"
"3308",2017-10-01,"Storage_Income",323139.93,"2018","7","3","Oct","FY16 Q3"
"3309",2017-11-01,"Storage_Income",329274.42,"2018","8","3","Nov","FY16 Q3"
"3310",2017-12-01,"Storage_Income",348851.4,"2018","9","3","Dec","FY16 Q3"
"3311",2018-01-01,"Storage_Income",353452.92,"2018","10","4","Jan","FY16 Q3"
"3312",2018-02-01,"Storage_Income",352640.7,"2018","11","4","Feb","FY16 Q3"
"3313",2018-03-01,"Storage_Income",386773.27,"2018","12","4","Mar","FY16 Q3"
"3314",2018-04-01,"Storage_Income",360148.39,"2019","1","1","Apr","FY16 Q3"
"3315",2018-05-01,"Storage_Income",393927.56,"2019","2","1","May","FY16 Q3"
"3316",2018-06-01,"Storage_Income",417587.36,"2019","3","1","Jun","FY16 Q3"
"3317",2015-03-01,"Sales",0,"2015","12","4","Mar","FY16 Q3"
"3318",2015-04-01,"Sales",0,"2016","1","1","Apr","FY16 Q3"
"3319",2015-05-01,"Sales",0,"2016","2","1","May","FY16 Q3"
"3320",2015-06-01,"Sales",0,"2016","3","1","Jun","FY16 Q3"
"3321",2015-07-01,"Sales",265.56,"2016","4","2","Jul","FY16 Q3"
"3322",2015-08-01,"Sales",1366.72,"2016","5","2","Aug","FY16 Q3"
"3323",2015-09-01,"Sales",1441.33,"2016","6","2","Sep","FY16 Q3"
"3324",2015-10-01,"Sales",1769.32,"2016","7","3","Oct","FY16 Q3"
"3325",2015-11-01,"Sales",3848.5,"2016","8","3","Nov","FY16 Q3"
"3326",2015-12-01,"Sales",5875.63,"2016","9","3","Dec","FY16 Q3"
"3327",2016-01-01,"Sales",7769.14,"2016","10","4","Jan","FY16 Q3"
"3328",2016-02-01,"Sales",11902.38,"2016","11","4","Feb","FY16 Q3"
"3329",2016-03-01,"Sales",21755.37,"2016","12","4","Mar","FY16 Q3"
"3330",2016-04-01,"Sales",35567.94,"2017","1","1","Apr","FY16 Q3"
"3331",2016-05-01,"Sales",41964.39,"2017","2","1","May","FY16 Q3"
"3332",2016-06-01,"Sales",52749.34,"2017","3","1","Jun","FY16 Q3"
"3333",2016-07-01,"Sales",53473.47,"2017","4","2","Jul","FY16 Q3"
"3334",2016-08-01,"Sales",55004.63,"2017","5","2","Aug","FY16 Q3"
"3335",2016-09-01,"Sales",37745.12,"2017","6","2","Sep","FY16 Q3"
"3336",2016-10-01,"Sales",42582.94,"2017","7","3","Oct","FY16 Q3"
"3337",2016-11-01,"Sales",36327.78,"2017","8","3","Nov","FY16 Q3"
"3338",2016-12-01,"Sales",33508.54,"2017","9","3","Dec","FY16 Q3"
"3339",2017-01-01,"Sales",37736.94,"2017","10","4","Jan","FY16 Q3"
"3340",2017-02-01,"Sales",44742.31,"2017","11","4","Feb","FY16 Q3"
"3341",2017-03-01,"Sales",65726.98,"2017","12","4","Mar","FY16 Q3"
"3342",2017-04-01,"Sales",75907.75,"2018","1","1","Apr","FY16 Q3"
"3343",2017-05-01,"Sales",91345.27,"2018","2","1","May","FY16 Q3"
"3344",2017-06-01,"Sales",104979.64,"2018","3","1","Jun","FY16 Q3"
"3345",2017-07-01,"Sales",116020.26,"2018","4","2","Jul","FY16 Q3"
"3346",2017-08-01,"Sales",102200.78,"2018","5","2","Aug","FY16 Q3"
"3347",2017-09-01,"Sales",80900.39,"2018","6","2","Sep","FY16 Q3"
"3348",2017-10-01,"Sales",70731.08,"2018","7","3","Oct","FY16 Q3"
"3349",2017-11-01,"Sales",67648.63,"2018","8","3","Nov","FY16 Q3"
"3350",2017-12-01,"Sales",66498.53,"2018","9","3","Dec","FY16 Q3"
"3351",2018-01-01,"Sales",62991.28,"2018","10","4","Jan","FY16 Q3"
"3352",2018-02-01,"Sales",67808.67,"2018","11","4","Feb","FY16 Q3"
"3353",2018-03-01,"Sales",102641.28,"2018","12","4","Mar","FY16 Q3"
"3354",2018-04-01,"Sales",105436.89,"2019","1","1","Apr","FY16 Q3"
"3355",2018-05-01,"Sales",129651.2,"2019","2","1","May","FY16 Q3"
"3356",2018-06-01,"Sales",138101.98,"2019","3","1","Jun","FY16 Q3"
"3357",2015-03-01,"Sales_System",0,"2015","12","4","Mar","FY16 Q3"
"3358",2015-04-01,"Sales_System",0,"2016","1","1","Apr","FY16 Q3"
"3359",2015-05-01,"Sales_System",0,"2016","2","1","May","FY16 Q3"
"3360",2015-06-01,"Sales_System",0,"2016","3","1","Jun","FY16 Q3"
"3361",2015-07-01,"Sales_System",0,"2016","4","2","Jul","FY16 Q3"
"3362",2015-08-01,"Sales_System",0,"2016","5","2","Aug","FY16 Q3"
"3363",2015-09-01,"Sales_System",0,"2016","6","2","Sep","FY16 Q3"
"3364",2015-10-01,"Sales_System",0,"2016","7","3","Oct","FY16 Q3"
"3365",2015-11-01,"Sales_System",0,"2016","8","3","Nov","FY16 Q3"
"3366",2015-12-01,"Sales_System",0,"2016","9","3","Dec","FY16 Q3"
"3367",2016-01-01,"Sales_System",0,"2016","10","4","Jan","FY16 Q3"
"3368",2016-02-01,"Sales_System",0,"2016","11","4","Feb","FY16 Q3"
"3369",2016-03-01,"Sales_System",0,"2016","12","4","Mar","FY16 Q3"
"3370",2016-04-01,"Sales_System",0,"2017","1","1","Apr","FY16 Q3"
"3371",2016-05-01,"Sales_System",14,"2017","2","1","May","FY16 Q3"
"3372",2016-06-01,"Sales_System",0,"2017","3","1","Jun","FY16 Q3"
"3373",2016-07-01,"Sales_System",7.5,"2017","4","2","Jul","FY16 Q3"
"3374",2016-08-01,"Sales_System",0,"2017","5","2","Aug","FY16 Q3"
"3375",2016-09-01,"Sales_System",28,"2017","6","2","Sep","FY16 Q3"
"3376",2016-10-01,"Sales_System",0,"2017","7","3","Oct","FY16 Q3"
"3377",2016-11-01,"Sales_System",0,"2017","8","3","Nov","FY16 Q3"
"3378",2016-12-01,"Sales_System",66.23,"2017","9","3","Dec","FY16 Q3"
"3379",2017-01-01,"Sales_System",41.84,"2017","10","4","Jan","FY16 Q3"
"3380",2017-02-01,"Sales_System",85.87,"2017","11","4","Feb","FY16 Q3"
"3381",2017-03-01,"Sales_System",111.62,"2017","12","4","Mar","FY16 Q3"
"3382",2017-04-01,"Sales_System",68.44,"2018","1","1","Apr","FY16 Q3"
"3383",2017-05-01,"Sales_System",57.41,"2018","2","1","May","FY16 Q3"
"3384",2017-06-01,"Sales_System",60.52,"2018","3","1","Jun","FY16 Q3"
"3385",2017-07-01,"Sales_System",40.4,"2018","4","2","Jul","FY16 Q3"
"3386",2017-08-01,"Sales_System",22.5,"2018","5","2","Aug","FY16 Q3"
"3387",2017-09-01,"Sales_System",48.39,"2018","6","2","Sep","FY16 Q3"
"3388",2017-10-01,"Sales_System",130.68,"2018","7","3","Oct","FY16 Q3"
"3389",2017-11-01,"Sales_System",61.17,"2018","8","3","Nov","FY16 Q3"
"3390",2017-12-01,"Sales_System",153.92,"2018","9","3","Dec","FY16 Q3"
"3391",2018-01-01,"Sales_System",99.86,"2018","10","4","Jan","FY16 Q3"
"3392",2018-02-01,"Sales_System",92.83,"2018","11","4","Feb","FY16 Q3"
"3393",2018-03-01,"Sales_System",72.35,"2018","12","4","Mar","FY16 Q3"
"3394",2018-04-01,"Sales_System",180.1,"2019","1","1","Apr","FY16 Q3"
"3395",2018-05-01,"Sales_System",90.13,"2019","2","1","May","FY16 Q3"
"3396",2018-06-01,"Sales_System",77.97,"2019","3","1","Jun","FY16 Q3"
"3397",2015-03-01,"Cost_of_Sales",0,"2015","12","4","Mar","FY16 Q3"
"3398",2015-04-01,"Cost_of_Sales",0,"2016","1","1","Apr","FY16 Q3"
"3399",2015-05-01,"Cost_of_Sales",0,"2016","2","1","May","FY16 Q3"
"3400",2015-06-01,"Cost_of_Sales",0,"2016","3","1","Jun","FY16 Q3"
"3401",2015-07-01,"Cost_of_Sales",324.27,"2016","4","2","Jul","FY16 Q3"
"3402",2015-08-01,"Cost_of_Sales",1388.35,"2016","5","2","Aug","FY16 Q3"
"3403",2015-09-01,"Cost_of_Sales",736.46,"2016","6","2","Sep","FY16 Q3"
"3404",2015-10-01,"Cost_of_Sales",1745.93,"2016","7","3","Oct","FY16 Q3"
"3405",2015-11-01,"Cost_of_Sales",3710.57,"2016","8","3","Nov","FY16 Q3"
"3406",2015-12-01,"Cost_of_Sales",4915.7,"2016","9","3","Dec","FY16 Q3"
"3407",2016-01-01,"Cost_of_Sales",6382.8,"2016","10","4","Jan","FY16 Q3"
"3408",2016-02-01,"Cost_of_Sales",9507.5,"2016","11","4","Feb","FY16 Q3"
"3409",2016-03-01,"Cost_of_Sales",24974.83,"2016","12","4","Mar","FY16 Q3"
"3410",2016-04-01,"Cost_of_Sales",21210.2,"2017","1","1","Apr","FY16 Q3"
"3411",2016-05-01,"Cost_of_Sales",28426.03,"2017","2","1","May","FY16 Q3"
"3412",2016-06-01,"Cost_of_Sales",36144.05,"2017","3","1","Jun","FY16 Q3"
"3413",2016-07-01,"Cost_of_Sales",37927.9,"2017","4","2","Jul","FY16 Q3"
"3414",2016-08-01,"Cost_of_Sales",40863.39,"2017","5","2","Aug","FY16 Q3"
"3415",2016-09-01,"Cost_of_Sales",27989.29,"2017","6","2","Sep","FY16 Q3"
"3416",2016-10-01,"Cost_of_Sales",35159.7,"2017","7","3","Oct","FY16 Q3"
"3417",2016-11-01,"Cost_of_Sales",29293.66,"2017","8","3","Nov","FY16 Q3"
"3418",2016-12-01,"Cost_of_Sales",31082.37,"2017","9","3","Dec","FY16 Q3"
"3419",2017-01-01,"Cost_of_Sales",37288.38,"2017","10","4","Jan","FY16 Q3"
"3420",2017-02-01,"Cost_of_Sales",39856.01,"2017","11","4","Feb","FY16 Q3"
"3421",2017-03-01,"Cost_of_Sales",8976.63,"2017","12","4","Mar","FY16 Q3"
"3422",2017-04-01,"Cost_of_Sales",52920.05,"2018","1","1","Apr","FY16 Q3"
"3423",2017-05-01,"Cost_of_Sales",62254.26,"2018","2","1","May","FY16 Q3"
